FULL NAME,TEAM,POS,AGE,GP,MPG,MIN%,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,TS%,PPG,RPG,TRB%,APG,AST%,VI,SPG,BPG
Eddie House,Mia,SG,32,56,17.3,35.7,17.8,0.079,40,0.95,147,0.408,175,0.389,0.533,6.5,1.6,5.6,1.1,10.1,5.2,0.57,0.05
Ersan Ilyasova,Mil,PF,23,60,24.9,51.4,19.3,0.102,104,0.894,386,0.479,121,0.298,0.516,9.5,6.1,14.2,0.9,6.7,6,0.85,0.4
Pooh Jeter,Sac,PG,26,62,13.6,28.1,16.8,0.155,41,0.902,229,0.437,30,0.2,0.46,4.1,1.1,4.7,2.6,28.9,6.7,0.47,0.03
Eric Maynor,Okc,PG,23,82,14.4,29.6,16.7,0.177,59,0.729,237,0.409,96,0.385,0.485,4.2,1.5,6,2.9,30.8,7.3,0.43,0.07
Eduardo Najera,Cha,PF,34,31,11.8,24.2,11.5,0.145,11,0.545,38,0.395,34,0.324,0.449,2.2,1.5,7.4,0.6,8.4,4.3,0.35,0.19
Emeka Okafor,Nor,C,28,72,31.4,64.8,16,0.157,258,0.562,523,0.574,1,0,0.584,10.3,9.5,18.4,0.6,3.1,5,0.56,1.78
Evan Turner,Phi,SG,22,78,22.9,47,17.2,0.12,125,0.808,485,0.435,44,0.318,0.484,7.2,3.9,9.9,2,13.6,6.7,0.63,0.18
Ekpe Udoh,Gol,PF,23,58,17.6,36.2,12.9,0.161,64,0.656,222,0.437,0,0,0.472,4.1,3.1,10.1,0.7,5.6,4.7,0.38,1.48
Earl Watson,Uta,PG,31,80,19.2,39.6,13.7,0.253,82,0.671,200,0.45,107,0.336,0.5,4.3,2.3,7.2,3.5,26.3,6.8,0.76,0.21
Francisco Garcia,Sac,SG,30,58,23.7,48.8,17.4,0.081,76,0.855,251,0.502,224,0.362,0.551,9.7,2.3,5.5,1.2,8.1,5,0.88,0.84
Gilbert Arenas,Orl,PG,28,49,21.6,44.5,23.9,0.193,86,0.744,222,0.401,182,0.275,0.444,8,2.4,6.5,3.2,24.1,7.3,0.9,0.18
Gilbert Arenas,Was,PG,28,21,34.4,68.3,26.3,0.165,67,0.836,185,0.449,145,0.324,0.505,17.3,3.3,5.5,5.6,27.7,8,1.38,0.57
Glen Davis,Bos,PF,25,78,29.3,60.6,21.1,0.085,265,0.736,786,0.454,15,0.133,0.499,11.7,5.5,11.5,1.2,6.7,5.8,1.01,0.4
Goran Dragic,Hou,PG,24,22,17,34.1,19.1,0.13,36,0.667,71,0.437,54,0.519,0.604,7.7,2.5,8.5,2.5,23,8.6,0.64,0.18
Goran Dragic,Pho,PG,24,48,17.6,35.7,24.2,0.211,97,0.608,215,0.488,101,0.277,0.492,7.4,1.8,5.9,3.1,27.2,7.9,0.75,0.13
Gary Forbes,Den,SF,25,63,12.3,25.7,20.5,0.129,87,0.678,215,0.488,58,0.328,0.524,5.2,1.8,8.6,0.8,9.7,6.4,0.37,0.1
Gordon Hayward,Uta,SF,20,72,16.5,33.9,15.7,0.173,97,0.711,219,0.489,74,0.473,0.578,5.4,1.9,7.1,1.1,10.5,5.4,0.42,0.26
Gerald Henderson,Cha,SG,23,68,24.2,50.1,20.1,0.091,163,0.785,534,0.472,36,0.194,0.509,9.6,3,7.6,1.5,10.8,5.8,0.74,0.5
Grant Hill,Pho,SF,38,79,29.9,61.2,20.4,0.124,258,0.829,704,0.504,117,0.385,0.567,13.4,4.2,8,2.5,13.4,7,0.77,0.42
George Hill,San,PG,24,77,28.2,58.3,18.2,0.118,269,0.862,436,0.479,201,0.383,0.583,11.4,2.7,5.6,2.5,13.3,6,0.9,0.3
Greg Monroe,Det,PF,20,80,27.6,56.9,15.5,0.111,233,0.622,548,0.551,1,0,0.575,9.4,7.5,16.6,1.3,7.6,6.5,1.15,0.56
Gary Neal,San,PG,26,80,20.9,43.2,20.8,0.103,104,0.808,324,0.481,308,0.419,0.578,9.8,2.5,6.9,1.2,9.3,5.9,0.34,0.05
Garrett Temple,Cha,SG,24,12,10.4,20.7,25.2,0.299,11,0.636,16,0.313,26,0.269,0.406,3.2,1.3,7.3,2,30.6,7.8,0.75,0.33
Greivis Vasquez,Mem,SG,23,70,12.1,24.9,17.2,0.217,44,0.773,147,0.476,86,0.291,0.493,3.6,1.1,5.2,2.2,25.7,6.8,0.31,0.06
Gerald Wallace,Cha,SF,28,48,38.8,79.9,20.4,0.124,284,0.739,476,0.456,106,0.33,0.53,15.6,8.2,12.8,2.4,10.6,7,1.23,1
Gerald Wallace,Por,SF,28,23,35.5,72.3,20.7,0.144,90,0.767,189,0.566,80,0.338,0.59,15.8,7.7,13.2,2.5,12,7.6,2,0.65
Hedo Turkoglu,Orl,SF,31,56,33.9,69.9,16.7,0.148,120,0.667,316,0.478,213,0.404,0.55,11.4,4.6,7.8,5.1,24.2,7.6,0.96,0.36
Hedo Turkoglu,Pho,SF,31,25,25,49.5,17.3,0.129,36,0.722,96,0.458,97,0.423,0.567,9.5,4,9.2,2.3,13.9,7.1,0.72,0.56
Hakim Warrick,Pho,PF,28,80,17.5,35.9,21.1,0.121,294,0.721,435,0.522,11,0.091,0.581,8.4,3.7,12.2,0.9,7.7,6.9,0.4,0.11
Ike Diogu,Lac,PF,27,36,12.9,26.3,19,0.112,62,0.661,148,0.561,0,0,0.59,5.8,3.2,14.5,0.1,0.7,3.8,0.08,0.08
Ishmael Smith,Hou,PG,22,28,11.5,23.3,15.6,0.229,10,0.7,75,0.387,8,0.375,0.423,2.6,1.5,7.4,2.3,28.5,7.2,0.46,0.07
James Anderson,San,SG,21,26,10.9,22.3,16.6,0.128,18,0.778,35,0.371,46,0.391,0.529,3.6,0.9,4.7,0.7,9.3,4.8,0.12,0.23
Joel Anthony,Mia,C,28,75,19.3,40,5.4,0.215,73,0.644,99,0.535,0,0,0.583,2,3.6,10.9,0.3,2.3,2.7,0.13,1.24
Jose Barea,Dal,PG,26,81,20.4,42.5,24.2,0.159,157,0.847,461,0.475,189,0.349,0.535,9.5,2,5.6,3.9,31.6,8.2,0.37,0.02
Jerryd Bayless,Nor,PG,22,11,13.3,26.2,24,0.231,17,0.765,35,0.4,14,0.214,0.443,4.5,1.4,6.2,2.5,30.6,7.5,0.18,0.09
Jerryd Bayless,Tor,PG,22,60,22.3,46,22.2,0.166,189,0.81,336,0.461,132,0.348,0.545,10,2.5,6.7,4,27.7,8.3,0.6,0.07
Jon Brockman,Mil,PF,24,63,10.5,21.7,10.1,0.167,59,0.678,94,0.511,0,0,0.567,2.2,2.9,16.1,0.3,4.3,4.7,0.22,0.05
Jose Calderon,Tor,PG,29,68,30.7,63.6,16.9,0.188,103,0.854,440,0.466,156,0.365,0.522,9.8,3,5.7,8.9,43.3,8.3,1.19,0.1
Josh Childress,Pho,SG,27,54,16.3,33.2,14.5,0.155,59,0.492,198,0.606,16,0.063,0.567,5,2.9,10.1,0.8,7.1,5.6,0.61,0.43
Jason Collins,Atl,C,31,49,11.9,24.7,9.4,0.226,41,0.659,70,0.471,1,1,0.539,2,2.1,10.5,0.4,5.4,4,0.18,0.18
Jamal Crawford,Atl,SG,30,76,30,62.4,23.6,0.128,260,0.854,525,0.474,350,0.343,0.546,14.2,1.7,3.4,3.2,17.9,5.7,0.75,0.18
Jordan Crawford,Was,SG,22,26,33.1,66.4,26.9,0.129,78,0.885,322,0.438,101,0.238,0.462,16.3,3,5.1,3.9,20.7,7,1.38,0.12
Joey Dorsay,Tor,PF,23,43,12,24.7,14.5,0.234,65,0.477,99,0.525,0,0,0.529,3.1,4.4,21.9,0.6,7.6,6.7,0.56,0.4
Jared Dudley,Pho,PF,25,82,25.9,53.1,17,0.096,218,0.743,376,0.519,253,0.415,0.598,10.6,3.9,8.6,1.3,7.7,5.8,1.06,0.24
Jordan Farmar,Njn,PG,24,73,24.4,49.9,21.7,0.167,100,0.82,347,0.421,304,0.359,0.504,9.6,2.4,5.7,5,35.2,8,0.84,0.08
Jonny Flynn,Min,PG,21,53,18.3,37.9,18.7,0.264,42,0.762,196,0.393,100,0.31,0.444,5.3,1.5,4.4,3.4,27.9,6.6,0.64,0.06
Jeff Foster,Ind,C,33,56,16.6,34.3,10.2,0.121,48,0.563,164,0.488,3,0,0.497,3.3,6.3,21,0.8,7.4,6.2,0.43,0.55
Joey Graham,Cle,SF,28,39,14.8,30.7,17.4,0.126,36,0.806,149,0.49,30,0.3,0.518,5.2,2.2,8.3,0.5,5.3,4.8,0.15,0.18
Jeff Green,Bos,PF,24,26,23.3,47.9,20,0.091,63,0.794,175,0.514,27,0.296,0.553,9.8,3.3,8.7,0.7,5.2,4.9,0.5,0.62
Jeff Green,Okc,PF,24,49,36.8,74.7,19.4,0.098,181,0.818,434,0.493,184,0.304,0.533,15.2,5.6,8.9,1.8,8,5.8,0.82,0.43
James Harden,Okc,SG,23,82,26.5,54.3,19.6,0.113,343,0.843,360,0.514,324,0.349,0.598,12.2,3.1,6.9,2.1,12.9,6.5,1.12,0.29
J.J. Hickson,Cle,PF,22,80,28,58.1,25.7,0.136,367,0.673,930,0.461,5,0,0.504,13.8,8.7,17.8,1.1,7.5,7.3,0.6,0.68
Jordan Hill,Hou,SF,23,72,15.4,31.8,18,0.137,85,0.706,350,0.494,2,0,0.521,5.6,4.3,15.6,0.4,4.1,5.5,0.19,0.72
Jrue Holiday,Phi,PG,20,82,35.2,72.4,20.9,0.167,209,0.823,777,0.47,222,0.365,0.525,14,4,6.6,6.5,29.2,8.1,1.46,0.35
Juwan Howard,Mia,PF,37,57,10.2,21.1,13.3,0.151,35,0.829,125,0.44,0,0,0.495,2.4,2.1,12.5,0.4,5.9,5,0.16,0.07
Josh Howard,Was,SF,30,18,22.4,44.2,22.2,0.099,47,0.617,133,0.383,29,0.241,0.416,8.4,4.1,10.5,1.3,9.6,6.3,0.72,0.28
Jarrett Jack,Nor,PG,27,70,19.2,39.7,23.5,0.114,168,0.845,431,0.425,84,0.345,0.505,8.5,1.9,5.9,2.6,23.2,7.2,0.57,0.09
Jarrett Jack,Tor,PG,27,13,26.5,53.5,23,0.192,46,0.87,99,0.455,24,0.167,0.496,10.9,3.2,7.2,4.5,26.2,8.1,1.08,0
Jared Jeffries,Nyk,PF,29,24,19.1,39.1,7.3,0.226,19,0.421,47,0.383,3,0.333,0.403,2,3.4,10.1,1,7.3,4,1,0.58
Joe Johnson,Atl,SG,29,72,35.3,73.3,26.4,0.103,243,0.802,861,0.494,300,0.297,0.517,18.2,4,6.9,4.7,24.2,7.9,0.65,0.1
James Johnson,Tor,SF,23,25,27.7,56.8,17.3,0.172,58,0.707,171,0.497,25,0.24,0.517,9.2,4.7,10.1,3,16.3,7.3,1,1.12
James Jones,Mia,SG,30,81,18.9,39.2,12.2,0.053,72,0.833,59,0.39,287,0.429,0.629,5.9,2,6.2,0.5,4.2,3.8,0.37,0.23
Jason Kidd,Dal,PG,37,80,33,68.6,14.4,0.221,77,0.87,205,0.4,391,0.34,0.5,7.9,4.4,7.8,8.2,35.6,8,1.69,0.36
Jason Maxiell,Det,PF,27,57,16.1,33.1,14,0.159,99,0.515,189,0.492,0,0,0.51,4.2,3,11.5,0.3,2.8,3.9,0.42,0.37
JaVale McGee,Was,C,23,79,27.5,56.6,16.4,0.126,229,0.585,601,0.552,3,0,0.566,10.1,8,16.6,0.5,2.9,5,0.52,2.44
Josh McRoberts,Ind,PF,23,72,22,45.5,14.9,0.175,119,0.739,327,0.575,60,0.383,0.607,7.4,5.3,13.4,2.1,15.1,7.9,0.67,0.81
Jodie Meeks,Phi,SG,23,74,27.7,56.9,15.8,0.085,170,0.894,222,0.468,348,0.397,0.6,10.5,2.3,4.8,1.1,5.7,4.3,0.85,0.05
Jamario Moon,Cle,SF,30,40,18.9,39.1,12.6,0.081,11,0.909,94,0.521,95,0.284,0.488,4.7,3,9,1.1,9.4,5.3,0.63,0.68
Jamario Moon,Lac,SF,30,19,14.4,29,10.8,0.075,6,0.833,31,0.452,28,0.393,0.535,3.5,2.5,10,0.4,3.8,4.2,0.16,0.32
Jameer Nelson,Orl,PG,28,76,30.3,62.6,22.2,0.176,162,0.802,541,0.471,297,0.401,0.548,13.1,3,5.7,6,33.9,8.2,0.99,0.04
Joakim Noah,Chi,C,25,48,32.6,67.1,16.9,0.157,188,0.739,401,0.526,1,0,0.579,11.7,10.4,18.6,2.2,10.8,7.9,1,1.5
Jermaine OÕNeal,Bos,C,32,24,17.8,36.4,17.4,0.174,43,0.674,108,0.463,1,0,0.504,5.4,3.7,12.7,0.5,4.4,4.8,0.08,1.25
Johan Petro,Njn,C,24,77,11.4,23.3,18.4,0.132,28,0.536,286,0.451,4,0,0.452,3.5,2.8,14.3,0.6,8.6,6.3,0.44,0.44
James Posey,Ind,SF,34,49,16.9,35,14.5,0.088,15,0.733,29,0.483,212,0.316,0.485,4.9,3,9.8,0.7,6.2,5.1,0.49,0.12
Josh Powell,Atl,PF,28,54,11.9,24.7,20.7,0.189,45,0.8,207,0.454,1,0,0.492,4.1,2.5,12.6,0.4,5.6,5.4,0.09,0.09
Joel Przybilla,Por,C,31,31,14.2,29.1,7,0.333,23,0.565,34,0.618,0,0,0.623,1.8,3.9,16.8,0.4,4.2,4,0.16,0.45
J.J. Redick,Orl,SG,26,59,25.4,52.4,17.2,0.095,128,0.875,228,0.482,219,0.397,0.589,10.1,1.9,4.4,1.7,11,5,0.49,0.05
Jason Richardson,Orl,SG,29,55,34.7,71.5,18.7,0.085,87,0.701,335,0.481,330,0.385,0.543,13.9,4,6.7,2,9.8,5.5,1.2,0.18
Jason Richardson,Pho,SG,29,25,31.7,62.6,25.7,0.067,72,0.764,241,0.502,148,0.419,0.574,19.3,4.4,8.1,1.4,7.9,6.2,1.08,0.12
John Salmons,Mil,SF,31,73,34.8,71.9,21,0.12,240,0.813,679,0.427,219,0.379,0.51,14,3.6,6.1,3.5,17.6,6.4,0.99,0.38
Josh Smith,Atl,PF,24,76,34.1,70.9,24.9,0.143,311,0.73,878,0.503,150,0.327,0.54,16.6,8.6,15.1,3.3,17,9.1,1.26,1.58
J.R. Smith,Den,SG,25,78,24.8,51.7,22.4,0.103,220,0.736,461,0.466,317,0.391,0.551,12.4,4.1,9.6,2.3,14.6,7.9,1.17,0.22
Jason Smith,Nor,PF,24,76,13.9,28.7,17.3,0.133,69,0.841,299,0.448,2,0,0.492,4.3,3.1,13.8,0.5,5.4,5.4,0.33,0.42
Jermaine Taylor,Sac,SG,23,26,15.4,31.2,23.1,0.187,22,0.727,124,0.532,40,0.3,0.53,7.1,2,7.5,1.2,12.6,6.7,0.46,0.12
Jeff Teague,Atl,PG,22,70,13.6,28.2,20.5,0.156,97,0.794,256,0.449,48,0.375,0.521,5.2,1.5,6.5,2,23.9,7.3,0.66,0.36
Jason Terry,Dal,SG,33,82,31.1,64.6,24.8,0.124,214,0.85,740,0.493,351,0.362,0.545,15.8,1.9,3.5,4.1,22.4,6.4,1.13,0.16
Jason Thompson,Sac,PF,24,75,23.1,47.7,18,0.137,200,0.605,531,0.51,3,0,0.533,8.8,6.1,14.9,1.2,7.9,6.9,0.37,0.59
John Wall,Was,PG,20,69,37.6,77.1,24,0.186,393,0.766,857,0.425,115,0.296,0.494,16.4,4.6,7,8.3,36.2,9.1,1.75,0.51
Jawad Williams,Cle,PF,27,26,14.9,30.6,17.3,0.109,12,0.75,81,0.346,45,0.289,0.396,4,1.8,7.1,0.8,9.1,4.8,0.35,0.12
Jason Williams,Mem,PG,35,11,11.1,21.5,13.3,0.194,0,0,14,0.429,15,0.2,0.362,1.9,0.7,3.9,2.5,31.4,5.4,0.27,0.09
Jason Williams,Orl,PG,35,16,10.5,21.2,13.5,0.224,0,0,15,0.4,23,0.304,0.434,2.1,1.4,7.6,1.5,21.3,6.2,0.5,0
Julian Wright,Tor,SF,23,52,14.5,30,13.2,0.194,43,0.512,150,0.533,10,0.2,0.525,3.6,2.3,9.3,1.1,11,5.8,0.75,0.38
Keith Bogans,Chi,SG,30,82,17.6,36.4,11.5,0.113,32,0.656,70,0.486,237,0.38,0.559,4.4,1.8,6,1.2,10.3,4.8,0.46,0.11
Kwame Brown,Cha,C,28,66,25.8,53.3,15.1,0.126,231,0.589,375,0.517,0,0,0.55,7.9,6.8,16,0.7,4.1,5.2,0.39,0.59
Kobe Bryant,Lal,SG,32,82,33.7,69.6,35.3,0.114,583,0.828,1283,0.487,356,0.323,0.548,25.3,5.1,8.6,4.7,27,10,1.21,0.15
Keyon Dooling,Mil,SG,30,80,21.8,45,17.5,0.14,94,0.83,285,0.439,234,0.346,0.509,7.1,1.5,3.9,3,23.6,5.8,0.68,0.05
Kevin Durant,Okc,SF,22,78,38.7,79.3,30.8,0.106,675,0.88,1124,0.504,414,0.35,0.589,27.7,6.8,10.3,2.7,13.3,8.3,1.13,0.97
Kevin Garnett,Bos,PF,34,71,31.2,64.5,22.4,0.111,217,0.862,818,0.531,5,0.2,0.576,14.9,8.9,17.6,2.4,13.8,8.8,1.37,0.77
Kirk Hinrich,Atl,PG,30,24,28.4,58.6,16.1,0.16,21,0.667,109,0.44,76,0.421,0.53,8.6,2.2,4.7,3.3,18,5.6,0.79,0.29
Kirk Hinrich,Was,PG,30,48,30.5,62.1,17.2,0.148,105,0.876,326,0.475,112,0.384,0.548,11.1,2.7,5,4.4,22.8,6.7,1.19,0.21
Kris Humphries,Njn,PF,25,74,27.7,56.6,17.5,0.135,191,0.665,581,0.528,1,0,0.556,10,10.4,22.3,1.1,7.1,7,0.46,1.09
Kyle Korver,Chi,SG,29,82,19.9,41.2,18.4,0.092,87,0.885,268,0.455,289,0.415,0.572,8.3,1.8,5.4,1.5,12.3,5.7,0.43,0.24
Kevin Love,Min,PF,22,73,35.6,73.7,23,0.111,499,0.85,815,0.483,211,0.417,0.593,20.2,15.2,23.8,2.5,11.8,10.3,0.62,0.37
Kyle Lowry,Hou,PG,24,75,34,70,18.7,0.147,251,0.765,466,0.464,343,0.376,0.55,13.5,4.1,6.9,6.7,29.6,8.5,1.36,0.31
Kenyon Martin,Den,PF,32,48,25.5,53,16.5,0.13,72,0.583,353,0.518,9,0.222,0.526,8.6,6.2,14,2.3,13.8,7.8,0.9,0.73
Kevin Martin,Hou,SG,27,80,32.3,66.6,29.8,0.105,669,0.888,808,0.467,459,0.383,0.601,23.5,3.2,5.7,2.5,13.1,7.1,1,0.19
Kendrick Perkins,Okc,C,26,17,25,48.3,12.3,0.261,32,0.531,71,0.493,0,0,0.511,5.1,7.9,18.6,0.9,5.5,5.3,0.41,0.94
Kendrick Perkins,Bos,C,26,12,25.9,52.1,15.5,0.239,40,0.575,59,0.542,0,0,0.568,7.3,8.1,19.2,0.8,4.9,5.6,0.17,0.92
Kevin Seraphin,Was,PF,20,58,10.7,22,14.4,0.207,31,0.71,147,0.449,0,0,0.479,2.7,2.6,13.9,0.2,2.4,4.2,0.29,0.48
Kenny Thomas,Chi,PF,33,52,22.4,46.1,9.5,0.173,32,0.625,185,0.508,1,1,0.527,4.1,5.8,15.1,1.2,7.5,5.5,0.62,0.81
LaMarcus Aldridge,Por,PF,25,81,39.4,81.6,25.8,0.087,444,0.791,1392,0.505,23,0.174,0.549,21.8,8.8,13.6,2.1,10.2,7.5,1.02,1.16
Luis Amundson,Gol,PF,29,46,14.8,30.5,15.9,0.098,87,0.391,183,0.454,0,0,0.452,4.3,4,15.4,0.4,3.6,5.1,0.28,0.72
Leandro Barbosa,Tor,SG,28,58,23.9,49.4,25.8,0.105,137,0.796,440,0.505,213,0.338,0.539,13.3,1.7,4.2,2,14.6,6,0.88,0.1
Luol Deng,Chi,SF,25,82,38.9,80.5,21,0.106,336,0.753,822,0.506,333,0.345,0.549,17.4,5.8,8.7,2.8,11.9,6.7,0.95,0.59
Landry Fields,Nyk,SG,22,82,30.8,63.9,13.6,0.138,147,0.769,383,0.556,219,0.393,0.598,9.7,6.3,11.7,1.9,9.1,6.3,0.98,0.21
Luke Harangody,Cle,SF,22,21,18.9,38.7,17.6,0.071,18,0.778,79,0.468,56,0.25,0.455,6.2,4.2,12.8,1,8.4,6.3,0.52,0.48
Luther Head,Sac,SG,28,36,16.1,32.8,16.3,0.147,50,0.78,100,0.43,64,0.391,0.538,5.6,1.7,5.9,1.9,18,6.5,0.28,0.25
LeBron James,Mia,SF,26,79,38.6,80,31.6,0.138,663,0.759,1205,0.553,279,0.33,0.594,26.7,7.5,11.5,7,35.1,11.6,1.57,0.62
Linas Kleiza,Tor,SF,25,39,26.3,54.2,21.8,0.13,65,0.631,275,0.505,131,0.298,0.502,11.2,4.5,10.2,1,6.3,5.6,0.49,0.18
L.Mbah a Moute,Mil,SF,24,79,26.3,54.4,13.2,0.131,188,0.707,421,0.47,7,0,0.518,6.7,5.3,11.8,0.9,5.3,4.8,0.91,0.35
Lamar Odom,Lal,PF,31,82,32,66.1,19.8,0.122,246,0.675,715,0.566,178,0.382,0.589,14.4,8.7,15.3,3,15.6,9,0.59,0.74
Leon Powe,Cle,PF,26,14,13.1,26.7,18.6,0.066,26,0.462,59,0.492,0,0,0.497,5,2.7,11.9,0.1,1.9,3.4,0.5,0.21
Luke Ridnour,Min,PG,29,71,30.2,62.6,17.9,0.176,137,0.883,497,0.479,184,0.44,0.567,11.8,2.8,5.1,5.5,28.5,7.5,1.25,0.14
Larry Sanders,Mil,PF,21,60,14.3,29.5,17.9,0.116,50,0.56,268,0.433,0,0,0.448,4.3,3,12.1,0.3,3.2,4.4,0.37,1.2
Luis Scola,Hou,PF,30,74,32.4,66.7,25.9,0.104,290,0.738,1126,0.505,3,0,0.538,18.3,8.2,14.3,2.5,13.8,8.9,0.65,0.59
Lou Williams,Phi,PG,24,75,23.1,47.5,28,0.097,356,0.823,542,0.434,253,0.348,0.54,13.7,2,5,3.4,24.3,7.8,0.63,0.23
Matt Barnes,Lal,SF,30,53,19,39.2,16.8,0.156,77,0.779,172,0.564,107,0.318,0.569,6.7,4.3,12.8,1.3,10.7,7,0.74,0.42
Michael Beasley,Min,PF,22,73,32.1,66.6,28.5,0.124,291,0.753,1082,0.463,164,0.366,0.51,19.2,5.6,9.7,2.2,12.3,7.7,0.73,0.73
Marco Belinelli,Nor,SG,24,80,24.1,49.8,20.4,0.094,125,0.784,367,0.458,323,0.415,0.561,10.5,1.9,4.8,1.2,8.2,4.8,0.48,0.08
Mike Bibby,Mia,PG,32,22,26.2,53.7,13.4,0.194,16,0.625,38,0.395,88,0.455,0.601,7.3,2.2,5,2.5,14.2,5.2,0.5,0.14
Mike Bibby,Atl,PG,32,56,29.7,61.6,15.1,0.128,46,0.63,185,0.427,256,0.441,0.57,9.4,2.6,5.2,3.6,19.1,6,0.7,0.11
Matt Bonner,San,PF,30,66,21.5,44.5,13.5,0.065,43,0.744,141,0.475,230,0.457,0.617,7.3,3.6,9.8,0.9,6.3,5.3,0.41,0.32
Marcus Camby,Por,C,36,59,25.9,53.5,11.8,0.16,70,0.614,293,0.399,1,0,0.426,4.7,10.3,24.2,2.1,11.8,7.2,0.68,1.58
Matt Carroll,Cha,SG,30,54,10.6,21.8,20.2,0.098,52,0.769,153,0.471,46,0.37,0.53,4.4,1.3,7.2,0.4,7.1,5,0.31,0.11
Mario Chalmers,Mia,PG,24,70,22.4,46.3,15.1,0.18,62,0.871,157,0.459,231,0.359,0.538,6.4,2.1,5.5,2.5,17,5.8,1.09,0.1
Mike Conley,Mem,PG,23,81,35.2,72.7,19.6,0.142,247,0.733,736,0.466,217,0.369,0.521,13.7,3,5.2,6.5,28.2,7.3,1.78,0.22
Marquis Daniels,Bos,SG,30,49,19,39.2,15.2,0.129,57,0.684,211,0.521,21,0.19,0.527,5.5,2.3,7.5,1.3,10.9,5.4,0.8,0.45
Mike Dunleavy,Ind,SF,30,61,27.4,56.7,17.1,0.108,125,0.8,267,0.517,254,0.402,0.592,11.2,4.5,9.2,1.7,10.2,6.4,0.66,0.49
Monta Ellis,Gol,SG,25,80,40.2,83,28.2,0.123,431,0.789,1232,0.478,379,0.361,0.536,24.1,3.5,5,5.6,23.5,7.7,2.1,0.29
